Timeline,Index,Time,IBTS Temp,Bean Probe Temp,IBTS ROR,Bean Probe ROR,Power Setting,Drum Setting,Fan Setting
,0,0:00,448.52,276.79999999999995,0,18,5,9,5
,1,0:01,447.62,276.98,-15,18.72,5,9,5
,2,0:02,445.28,277.34000000000003,-12,18.18,5,9,5
,3,0:03,77,277.7,0.4,8.82,6,9,2
,4,0:04,77.18,277.52,2.5,-11.34,6,9,2
,5,0:05,77.53999999999999,276.98,7.7,-48.42,6,9,2
,6,0:06,78.25999999999999,275.54,18,-100.44,6,9,2
,7,0:07,79.52,273.02,34.9,-163.98,6,9,2
,8,0:08,81.68,269.6,58.6,-226.26,6,9,2
,9,0:09,84.74000000000001,265.1,87.4,-276.48,6,9,2
,10,0:10,88.52,260.06,117.9,-306.54,6,9,2
,11,0:11,93.19999999999999,254.83999999999997,145.3,-318.42,6,9,2
,12,0:12,98.41999999999999,249.62,165.2,-315.36,6,9,2
,13,0:13,103.63999999999999,244.39999999999998,174,-306.18,7,9,2
,14,0:14,108.5,239.54,169.7,-292.86,7,9,2
,15,0:15,112.82,234.85999999999999,152.8,-279.54,7,9,2
,16,0:16,116.24,232.52,125.8,-273.6,7,9,2
,17,0:17,118.58,228.02,93.1,-261.36,7,9,2
,18,0:18,120.02,223.88,59.9,-248.4,7,9,2
,19,0:19,120.56,219.92000000000002,31.1,-235.08,7,9,2
,20,0:20,120.74,216.14,10.6,-222.84,7,9,2
,21,0:21,120.56,212.54,0.2,-209.88,7,9,2
,22,0:22,120.74,209.29999999999998,-0.4,-198.72,7,9,2
,23,0:23,121.1,206.06,6.7,-188.28,7,9,2
,24,0:24,121.63999999999999,203,17.9,-176.94,7,9,2
,25,0:25,122.72,200.29999999999998,29.6,-166.5,7,9,2
,26,0:26,123.98,197.6,39.1,-157.5,7,9,2
,27,0:27,125.41999999999999,195.07999999999998,45.3,-147.78,7,9,2
,28,0:28,126.86,192.73999999999998,48,-138.96,7,9,2
,29,0:29,128.3,190.57999999999998,48.2,-131.76,7,9,2
,30,0:30,129.74,188.42000000000002,47.1,-124.74,7,9,2
,31,0:31,131,186.44,45.7,-117.9,7,9,2
,32,0:32,132.44,184.46,44.4,-111.6,7,9,2
,33,0:33,133.7,182.66,43.4,-105.12,7,9,2
,34,0:34,134.95999999999998,181.04,43,-99,7,9,2
,35,0:35,136.22,179.42000000000002,43.2,-93.06,7,9,2
,36,0:36,137.66,177.98,43.8,-86.4,7,9,2
,37,0:37,138.92,176.72,45,-80.1,7,9,2
,38,0:38,140.36,175.46,46.7,-73.8,7,9,2
,39,0:39,141.8,174.2,48.8,-68.22,7,9,2
,40,0:40,143.42,173.12,51.3,-63.72,7,9,2
,41,0:41,145.04,172.22,54,-59.76,7,9,2
,42,0:42,146.83999999999997,171.14,57,-55.26,7,9,2
,43,0:43,148.64,170.42000000000002,60,-50.04,7,9,2
,44,0:44,150.62,169.52,62.7,-44.64,7,9,2
,45,0:45,152.6,168.98,65,-39.42,7,9,2
,46,0:46,154.57999999999998,168.26,66.4,-34.38,7,9,2
,47,0:47,156.56,167.72,67,-30.6,7,9,2
,48,0:48,158.54,167.35999999999999,66.6,-27.72,7,9,2
,49,0:49,160.52,167.17999999999998,65.2,-26.46,7,9,2
,50,0:50,162.32,166.64,63,-24.12,7,9,2
,51,0:51,164.12,166.27999999999997,59.9,-21.42,7,9,2
,52,0:52,165.73999999999998,165.92000000000002,55.9,-18.54,7,9,2
,53,0:53,167.17999999999998,165.73999999999998,51,-15.84,7,9,2
,54,0:54,168.44,165.56,45.3,-12.78,7,9,2
,55,0:55,169.52,165.38,39.1,-9.9,7,9,2
,56,0:56,170.42000000000002,165.2,32.8,-7.56,7,9,2
,57,0:57,171.14,165.02,27,-5.76,7,9,2
,58,0:58,171.85999999999999,165.02,22.4,-3.78,7,9,2
,59,0:59,172.4,165.02,19.6,-2.34,7,9,2
,60,1:00,172.94,165.02,19.1,-0.72,7,9,2
,61,1:01,172.94,165.02,19.1,1.44,7,9,2
,62,1:02,174.56,165.02,25.4,4.14,7,9,2
,63,1:03,175.46,165.2,31.5,6.66,7,9,2
,64,1:04,176.72,165.2,38.6,9,7,9,2
,65,1:05,178.16,165.38,45.6,10.8,7,9,2
,66,1:06,179.77999999999997,165.56,51.4,11.88,7,9,2
,67,1:07,181.57999999999998,165.92000000000002,54.9,12.78,7,9,2
,68,1:08,183.2,166.1,55.5,13.68,7,9,2
,69,1:09,184.64,166.27999999999997,53.1,14.4,7,9,2
,70,1:10,186.07999999999998,166.46,48.1,15.12,7,9,2
,71,1:11,187.16,166.82,41,16.38,7,9,2
,72,1:12,188.06,167.17999999999998,32.9,17.46,7,9,2
,73,1:13,188.77999999999997,167.35999999999999,24.8,18.54,7,9,2
,74,1:14,189.14,167.72,17.7,19.26,7,9,2
,75,1:15,189.5,168.07999999999998,12.2,20.34,7,9,2
,76,1:16,189.67999999999998,168.44,9,21.24,7,9,2
,77,1:17,190.04,168.79999999999998,8.5,22.5,7,9,2
,78,1:18,190.4,169.16,10.5,24.84,7,9,2
,79,1:19,190.94,169.7,14.9,26.46,7,9,2
,80,1:20,191.66,170.06,21.3,27.72,7,9,2
,81,1:21,192.56,170.6,28.9,28.62,7,9,2
,82,1:22,193.82,170.77999999999997,36.9,28.98,7,9,2
,83,1:23,195.26,171.32,44.3,28.62,7,9,2
,84,1:24,196.7,171.67999999999998,50.4,28.08,7,9,2
,85,1:25,198.5,172.22,54.5,28.8,7,9,2
,86,1:26,200.12,172.76,56.4,29.16,7,9,2
,87,1:27,201.73999999999998,173.12,56.2,29.16,7,9,2
,88,1:28,203.35999999999999,173.66,54.1,29.16,7,9,2
,89,1:29,204.79999999999998,174.2,50.6,29.52,7,9,2
,90,1:30,206.23999999999998,174.73999999999998,46.6,29.88,7,9,2
,91,1:31,207.5,175.1,42.4,30.24,7,9,2
,92,1:32,208.57999999999998,175.64,38.7,30.78,7,9,2
,93,1:33,209.66,176.17999999999998,35.7,31.5,7,9,2
,94,1:34,210.56,176.72,33.4,32.22,7,9,2
,95,1:35,211.46,177.26,32,32.58,7,9,2
,96,1:36,212.35999999999999,177.79999999999998,31.2,32.94,7,9,2
,97,1:37,213.44,178.33999999999997,30.8,33.84,7,9,2
,98,1:38,214.33999999999997,178.88,30.4,34.02,7,9,2
,99,1:39,215.23999999999998,179.42000000000002,30,33.66,7,9,2
,100,1:40,215.96,180.14,29.4,33.3,7,9,2
,101,1:41,216.85999999999999,180.67999999999998,28.5,33.3,7,9,2
,102,1:42,217.76,181.22,27.4,32.94,7,9,2
,103,1:43,218.48,181.76,26.3,33.12,7,9,2
,104,1:44,219.2,182.29999999999998,25.5,33.12,7,9,2
,105,1:45,219.92000000000002,182.83999999999997,24.9,32.76,7,9,2
,106,1:46,220.64,183.38,24.7,32.22,7,9,2
,107,1:47,221.35999999999999,183.92000000000002,24.7,31.68,7,9,2
,108,1:48,222.07999999999998,184.46,24.6,31.32,7,9,2
,109,1:49,222.79999999999998,185,24.2,30.96,7,9,2
,110,1:50,223.52,185.54,23.2,31.86,7,9,2
,111,1:51,224.23999999999998,186.07999999999998,21.3,32.58,7,9,2
,112,1:52,224.6,186.62,18.4,34.38,7,9,2
,113,1:53,225.14,187.16,14.7,35.46,7,9,2
,114,1:54,225.32,187.7,10.8,37.44,7,9,2
,115,1:55,225.5,188.06,7.3,37.8,7,9,2
,116,1:56,225.67999999999998,188.77999999999997,5.2,38.7,7,9,2
,117,1:57,225.67999999999998,189.32,5.2,38.52,7,9,2
,118,1:58,226.04,190.04,7.7,37.98,7,9,2
,119,1:59,226.57999999999998,190.57999999999998,12.7,37.26,7,9,2
,120,2:00,227.29999999999998,191.29999999999998,19.7,37.08,7,9,2
,121,2:01,228.2,191.83999999999997,27.6,36.36,7,9,2
,122,2:02,229.27999999999997,192.56,35,36.72,7,9,2
,123,2:03,230.54,193.1,40.8,37.08,7,9,2
,124,2:04,231.98,193.64,43.7,37.08,7,9,2
,125,2:05,233.23999999999998,194.35999999999999,43.4,37.08,7,9,2
,126,2:06,234.32,194.9,39.7,36.36,7,9,2
,127,2:07,235.22,195.62,33.4,35.28,7,9,2
,128,2:08,235.94,196.16,25.4,34.2,7,9,2
,129,2:09,236.29999999999998,196.7,17.1,34.2,7,9,2
,130,2:10,236.48,197.23999999999998,10.1,34.02,7,9,2
,131,2:11,236.66,197.77999999999997,5.4,34.2,7,9,2
,132,2:12,236.83999999999997,198.32,3.7,34.74,7,9,2
,133,2:13,237.02,199.04,5.2,34.92,7,9,2
,134,2:14,237.37999999999997,199.57999999999998,9.1,34.92,7,9,2
,135,2:15,237.73999999999998,200.12,14.6,34.92,7,9,2
,136,2:16,238.46,200.66,20.5,35.1,7,9,2
,137,2:17,239.35999999999999,201.38,25.7,35.82,7,9,2
,138,2:18,240.26,201.92000000000002,29.3,36.72,7,9,2
,139,2:19,241.16,202.46,30.7,37.62,7,9,2
,140,2:20,242.06,203.17999999999998,29.9,37.62,7,9,2
,141,2:21,242.77999999999997,203.72,26.9,37.44,7,9,2
,142,2:22,243.32,204.44,22.3,36,7,9,2
,143,2:23,243.85999999999999,204.98,16.9,34.38,7,9,2
,144,2:24,244.04,205.52,11.5,33.48,7,9,2
,145,2:25,244.22,206.06,6.7,33.12,7,9,2
,146,2:26,244.39999999999998,206.6,3.1,33.12,7,9,2
,147,2:27,244.39999999999998,206.96,1.2,33.84,7,9,2
,148,2:28,244.39999999999998,207.5,0.9,34.92,7,9,2
,149,2:29,244.39999999999998,208.04,2.3,34.56,7,9,2
,150,2:30,244.76,208.57999999999998,5.3,34.2,7,9,2
,151,2:31,244.94,209.29999999999998,9.4,33.48,7,9,2
,152,2:32,245.48,209.83999999999997,14.4,32.94,7,9,2
,153,2:33,246.2,210.38,19.8,32.4,7,9,2
,154,2:34,247.1,210.92000000000002,25.1,32.58,7,9,2
,155,2:35,248,211.46,29.6,32.76,7,9,2
,156,2:36,248.89999999999998,212,33.1,32.76,7,9,2
,157,2:37,249.98,212.54,35.3,32.58,7,9,2
,158,2:38,251.23999999999998,213.07999999999998,36.3,32.58,7,9,2
,159,2:39,252.32,213.62,36.1,32.22,7,9,2
,160,2:40,253.22,214.16,35.1,31.68,7,9,2
,161,2:41,254.29999999999998,214.7,33.5,31.32,7,9,2
,162,2:42,255.2,215.23999999999998,31.6,31.32,7,9,2
,163,2:43,256.1,215.6,29.4,30.78,7,9,2
,164,2:44,256.82,216.14,27,30.78,7,9,2
,165,2:45,257.53999999999996,216.67999999999998,24.5,31.14,7,9,2
,166,2:46,258.08,217.22,21.9,31.68,7,9,2
,167,2:47,258.62,217.76,19.1,32.04,7,9,2
,168,2:48,259.15999999999997,218.29999999999998,16.4,32.4,7,9,2
,169,2:49,259.52,218.83999999999997,13.8,32.4,7,9,2
,170,2:50,259.88,219.38,11.4,31.5,7,9,2
,171,2:51,260.06,219.92000000000002,9.5,31.86,7,9,2
,172,2:52,260.24,220.46,8.1,31.5,7,9,2
,173,2:53,260.41999999999996,221,7.2,31.5,7,9,2
,174,2:54,260.78,221.54,6.8,30.96,7,9,2
,175,2:55,260.96000000000004,222.07999999999998,6.6,31.14,7,9,2
,176,2:56,261.14,222.44,6.5,30.24,7,9,2
,177,2:57,261.32,222.98,6.3,29.7,7,9,2
,178,2:58,261.5,223.52,5.8,29.16,7,9,2
,179,2:59,261.67999999999995,223.88,5.1,28.8,7,9,2
,180,3:00,261.67999999999995,224.23999999999998,4.1,28.98,7,9,2
,181,3:01,261.86,224.77999999999997,3.1,28.8,7,9,2
,182,3:02,261.86,225.14,2.4,28.98,7,9,2
,183,3:03,261.86,225.67999999999998,2,29.52,7,9,2
,184,3:04,262.03999999999996,226.22,2.1,30.42,7,9,2
,185,3:05,262.03999999999996,226.76,2.9,31.32,7,9,2
,186,3:06,262.22,227.29999999999998,4.3,32.4,7,9,2
,187,3:07,262.4,227.83999999999997,6.3,32.94,7,9,2
,188,3:08,262.76,228.37999999999997,8.7,33.84,7,9,2
,189,3:09,263.12,228.92,11.5,34.02,7,9,2
,190,3:10,263.65999999999997,229.46,14.5,33.66,7,9,2
,191,3:11,264.2,230,17.7,32.58,7,9,2
,192,3:12,264.2,230.54,17.7,31.86,7,9,2
,193,3:13,265.64,231.07999999999998,23.9,31.14,7,9,2
,194,3:14,266.35999999999996,231.62,26.8,31.14,7,9,2
,195,3:15,267.26,232.16,29.2,31.5,7,9,2
,196,3:16,268.34000000000003,232.7,31,31.86,7,9,2
,197,3:17,269.24,233.23999999999998,32.1,31.86,7,9,2
,198,3:18,270.32,233.77999999999997,32.5,31.68,7,9,2
,199,3:19,271.22,234.14,32,30.96,7,9,2
,200,3:20,272.12,234.67999999999998,30.9,29.7,7,9,2
,201,3:21,272.12,235.22,30.9,29.16,7,9,2
,202,3:22,273.74,235.76,27.1,28.8,7,9,2
,203,3:23,274.46,236.12,24.8,27.72,7,9,2
,204,3:24,275,236.66,22.4,27,7,9,2
,205,3:25,275.72,237.02,20.1,27,7,9,2
,206,3:26,276.08,237.56,17.9,27.18,7,9,2
,207,3:27,276.62,237.92,15.7,27.36,7,9,2
,208,3:28,276.98,238.46,13.7,27.72,7,9,2
,209,3:29,277.34000000000003,238.82,11.7,27.36,7,9,2
,210,3:30,277.52,239.35999999999999,9.8,26.82,7,9,2
,211,3:31,277.88,239.72,8.2,25.92,7,9,2
,212,3:32,278.05999999999995,240.26,6.8,25.74,7,9,2
,213,3:33,278.24,240.44,5.9,25.92,7,9,2
,214,3:34,278.41999999999996,240.79999999999998,5.5,26.64,7,9,2
,215,3:35,278.41999999999996,241.33999999999997,5.5,27.54,7,9,2
,216,3:36,278.78,241.7,6.1,28.08,7,9,2
,217,3:37,278.96,242.23999999999998,7,28.08,7,9,2
,218,3:38,279.14,242.77999999999997,8.3,27.72,7,9,2
,219,3:39,279.5,243.14,9.8,26.64,7,9,2
,220,3:40,279.85999999999996,243.5,11.3,25.74,7,9,2
,221,3:41,280.22,244.04,12.8,25.02,7,9,2
,222,3:42,280.76,244.39999999999998,14.1,24.12,7,9,2
,223,3:43,281.12,244.76,15.2,23.58,7,9,2
,224,3:44,281.65999999999997,245.12,16,23.58,7,9,2
,225,3:45,282.2,245.66,16.4,24.12,7,9,2
,226,3:46,282.74,246.02,16.6,25.38,7,9,2
,227,3:47,283.1,246.37999999999997,16.5,26.46,7,9,2
,228,3:48,283.64,246.92,16.3,26.64,7,9,2
,229,3:49,284.17999999999995,247.27999999999997,16.1,26.46,7,9,2
,230,3:50,284.54,247.82,15.9,26.28,7,9,2
,231,3:51,285.08,248.17999999999998,15.9,25.92,7,9,2
,232,3:52,285.62,248.72,16,26.28,7,9,2
,233,3:53,285.98,249.07999999999998,16.1,26.82,7,9,2
,234,3:54,286.52,249.44,16.2,27,7,9,2
,235,3:55,287.05999999999995,249.98,15.9,26.82,7,9,2
,236,3:56,287.41999999999996,250.33999999999997,15.1,25.92,7,9,2
,237,3:57,287.78,250.87999999999997,13.7,25.02,7,9,2
,238,3:58,288.14,251.23999999999998,11.6,24.3,7,9,2
,239,3:59,288.32,251.6,8.9,24.12,7,9,2
,240,4:00,288.5,251.96,5.9,23.94,7,9,2
,241,4:01,288.5,252.5,2.9,23.94,7,9,2
,242,4:02,288.5,252.85999999999999,0.3,23.4,7,9,2
,243,4:03,288.5,253.22,-1.5,22.68,7,9,2
,244,4:04,288.32,253.57999999999998,-2.4,22.5,7,9,2
,245,4:05,288.32,253.94,-2.2,22.68,7,9,2
,246,4:06,288.32,254.12,-1.1,22.86,7,9,2
,247,4:07,288.32,254.48,0.8,23.04,7,9,2
,248,4:08,288.5,254.83999999999997,3.3,23.58,7,9,2
,249,4:09,288.67999999999995,255.37999999999997,5.9,24.48,7,9,2
,250,4:10,289.04,255.73999999999998,8.5,25.2,7,9,2
,251,4:11,289.4,256.1,10.8,26.1,7,9,2
,252,4:12,289.76,256.64,12.7,26.64,7,9,2
,253,4:13,290.12,257,14.2,26.64,7,9,2
,254,4:14,290.65999999999997,257.53999999999996,15.5,26.46,7,9,2
,255,4:15,291.2,257.9,16.6,25.2,7,9,2
,256,4:16,291.74,258.26,17.8,23.94,7,9,2
,257,4:17,292.28,258.79999999999995,18.9,23.4,7,9,2
,258,4:18,293,259.15999999999997,20.1,22.86,7,9,2
,259,4:19,293.54,259.52,21.1,23.4,7,9,2
,260,4:20,294.26,259.88,21.8,24.12,7,9,2
,261,4:21,294.97999999999996,260.24,22,24.3,7,9,2
,262,4:22,295.52,260.78,21.7,23.76,7,9,2
,263,4:23,296.05999999999995,261.14,20.6,23.58,7,9,2
,264,4:24,296.59999999999997,261.5,18.9,22.68,7,9,2
,265,4:25,297.14,261.86,16.7,21.78,7,9,2
,266,4:26,297.5,262.22,14,22.14,7,9,2
,267,4:27,297.85999999999996,262.58,11.2,22.68,7,9,2
,268,4:28,298.04,262.94,8.5,23.04,7,9,2
,269,4:29,298.21999999999997,263.29999999999995,6.1,22.68,7,9,2
,270,4:30,298.21999999999997,263.65999999999997,4.1,22.86,7,9,2
,271,4:31,298.4,264.02,2.6,22.5,7,9,2
,272,4:32,298.4,264.55999999999995,1.5,22.5,7,9,2
,273,4:33,298.4,264.91999999999996,0.8,22.86,7,9,2
,274,4:34,298.4,265.28,0.5,23.76,7,9,2
,275,4:35,298.4,265.64,0.6,24.66,7,9,2
,276,4:36,298.58,266,0.9,25.56,7,9,2
,277,4:37,298.58,266.54,1.6,25.38,7,9,2
,278,4:38,298.58,266.9,2.5,24.84,7,9,2
,279,4:39,298.76,267.08,3.7,24.66,7,9,2
,280,4:40,298.94,267.44,5,23.58,7,9,2
,281,4:41,299.12,267.98,6.4,22.68,7,9,2
,282,4:42,299.47999999999996,268.34000000000003,7.8,21.6,7,9,2
,283,4:43,299.65999999999997,268.7,9,21.24,7,9,2
,284,4:44,300.02,268.88,10.1,21.06,7,9,2
,285,4:45,300.38,269.24,10.9,21.24,7,9,2
,286,4:46,300.74,269.6,11.5,20.52,7,9,2
,287,4:47,301.09999999999997,269.96,11.9,20.34,7,9,2
,288,4:48,301.46,270.32,12.1,20.16,7,9,2
,289,4:49,301.82,270.67999999999995,12.2,19.26,7,9,2
,290,4:50,302.17999999999995,271.04,12.3,19.08,7,9,2
,291,4:51,302.54,271.4,12.3,19.8,7,9,2
,292,4:52,302.9,271.58,12.2,20.16,7,9,2
,293,4:53,303.26,271.94,12.1,20.52,7,9,2
,294,4:54,303.62,272.29999999999995,11.9,21.42,7,9,2
,295,4:55,303.97999999999996,272.65999999999997,11.6,21.96,7,9,2
,296,4:56,304.34000000000003,273.02,11.1,22.5,7,9,2
,297,4:57,304.52,273.38,10.6,23.04,7,9,2
,298,4:58,304.88,273.91999999999996,10,23.58,7,9,2
,299,4:59,305.05999999999995,274.28,9.4,23.76,7,9,2
,300,5:00,305.42,274.64,8.9,22.86,7,9,2
,301,5:01,305.59999999999997,275,8.5,21.6,7,9,2
,302,5:02,305.59999999999997,275.35999999999996,8.5,20.7,7,9,2
,303,5:03,306.14,275.72,8.6,19.98,7,9,2
,304,5:04,306.5,276.08,8.9,19.62,7,9,2
,305,5:05,306.67999999999995,276.26,9.5,19.98,7,9,3
,306,5:06,307.04,276.62,10.1,20.88,7,9,3
,307,5:07,307.4,276.98,10.7,21.06,7,9,3
,308,5:08,307.76,277.34000000000003,11.2,21.24,7,9,3
,309,5:09,308.12,277.7,11.5,20.88,7,9,3
,310,5:10,308.47999999999996,278.05999999999995,11.7,20.16,7,9,3
,311,5:11,308.84000000000003,278.24,11.6,19.98,7,9,3
,312,5:12,309.02,278.6,11.3,18.9,7,9,3
,313,5:13,309.38,278.78,10.9,17.82,7,9,3
,314,5:14,309.74,279.14,10.4,17.28,7,9,3
,315,5:15,310.09999999999997,279.5,9.9,16.56,7,9,3
,316,5:16,310.28,279.67999999999995,9.5,17.1,7,9,3
,317,5:17,310.64,280.04,9.2,18,7,9,3
,318,5:18,310.82,280.22,8.9,18.54,7,9,3
,319,5:19,311,280.58,8.7,18.18,7,9,3
,320,5:20,311.35999999999996,280.94,8.6,18.72,7,9,3
,321,5:21,311.54,281.29999999999995,8.5,17.82,7,9,3
,322,5:22,311.9,281.48,8.4,17.46,7,9,3
,323,5:23,312.08,281.84000000000003,8.4,17.82,7,9,3
,324,5:24,312.08,282.2,8.4,18.72,7,9,3
,325,5:25,312.62,282.38,8.1,18.9,7,9,3
,326,5:26,312.8,282.74,7.7,19.26,7,9,3
,327,5:27,312.97999999999996,283.1,7.3,19.26,7,9,3
,328,5:28,313.15999999999997,283.46,6.7,18.72,7,9,3
,329,5:29,313.34000000000003,283.64,6.1,18.36,7,9,3
,330,5:30,313.52,284,5.6,17.64,7,9,3
,331,5:31,313.7,284.35999999999996,5.2,17.28,7,9,3
,332,5:32,313.88,284.54,5.1,17.28,7,9,3
,333,5:33,314.05999999999995,284.9,5.3,17.82,7,9,3
,334,5:34,314.24,285.26,5.8,18.54,7,9,3
,335,5:35,314.42,285.44,6.5,19.44,7,9,3
,336,5:36,314.59999999999997,285.79999999999995,7.4,19.44,7,9,3
,337,5:37,314.96,286.15999999999997,8.2,18.72,7,9,3
,338,5:38,315.14,286.52,9,18.36,7,9,3
,339,5:39,315.5,286.7,9.5,18,7,9,3
,340,5:40,315.67999999999995,287.05999999999995,9.9,18.18,7,9,3
,341,5:41,316.04,287.41999999999996,10.1,17.82,7,9,3
,342,5:42,316.4,287.6,10.4,18.36,7,9,3
,343,5:43,316.76,287.96,10.9,18.36,7,9,3
,344,5:44,317.12,288.14,11.6,18.36,7,9,3
,345,5:45,317.47999999999996,288.32,12.6,18.18,7,9,3
,346,5:46,317.84000000000003,288.67999999999995,13.8,17.64,7,9,3
,347,5:47,318.38,289.04,15.2,17.64,7,9,3
,348,5:48,318.92,289.21999999999997,16.5,17.64,7,9,3
,349,5:49,319.46,289.58,17.5,17.46,7,9,3
,350,5:50,320,289.94,18,17.46,7,9,3
,351,5:51,320.54,290.12,17.9,18,7,9,3
,352,5:52,321.08,290.47999999999996,17.1,17.82,7,9,3
,353,5:53,321.44,290.84000000000003,15.8,17.46,7,9,3
,354,5:54,321.8,291.02,13.9,17.46,7,9,3
,355,5:55,322.15999999999997,291.38,11.8,17.28,7,9,3
,356,5:56,322.34000000000003,291.55999999999995,9.6,17.28,6,9,3
,357,5:57,322.34000000000003,291.92,9.6,18,6,9,3
,358,5:58,322.88,292.28,5.9,18.72,6,9,3
,359,5:59,322.88,292.46,4.6,18.72,6,9,3
,360,6:00,323.05999999999995,292.82,3.7,19.08,6,9,4
,361,6:01,323.05999999999995,293.17999999999995,3.2,18.9,6,9,4
,362,6:02,323.24,293.54,3.1,18.9,6,9,4
,363,6:03,323.24,293.71999999999997,3.2,19.08,6,9,4
,364,6:04,323.42,294.08,3.4,18.36,6,9,4
,365,6:05,323.59999999999997,294.44,3.8,18,6,9,4
,366,6:06,323.59999999999997,294.8,4.2,17.64,6,9,4
,367,6:07,323.78,294.97999999999996,4.6,17.64,6,9,4
,368,6:08,323.96,295.34000000000003,5.1,17.1,6,9,4
,369,6:09,324.14,295.52,5.6,17.28,6,9,4
,370,6:10,324.32,295.88,6.2,16.56,6,9,4
,371,6:11,324.5,296.05999999999995,6.8,16.2,6,9,4
,372,6:12,324.85999999999996,296.42,7.4,15.66,6,9,4
,373,6:13,325.04,296.59999999999997,8,15.48,6,9,4
,374,6:14,325.21999999999997,296.96,8.5,15.3,6,9,4
,375,6:15,325.58,297.14,8.9,15.3,6,9,4
,376,6:16,325.76,297.5,9.2,15.48,6,9,4
,377,6:17,325.76,297.5,9.2,15.48,6,9,4
,378,6:18,326.47999999999996,297.85999999999996,9.4,15.12,6,9,4
,379,6:19,326.65999999999997,298.04,9.3,15.48,6,9,4
,380,6:20,327.02,298.4,9.1,16.74,6,9,4
,381,6:21,327.2,298.58,8.6,17.1,6,9,4
,382,6:22,327.38,298.94,8,17.46,6,9,4
,383,6:23,327.55999999999995,299.12,7.2,17.64,6,9,4
,384,6:24,327.74,299.47999999999996,6.3,16.92,6,9,4
,385,6:25,327.92,299.65999999999997,5.5,15.84,6,9,4
,386,6:26,328.09999999999997,300.02,4.7,15.12,6,9,4
,387,6:27,328.28,300.2,4,14.4,6,9,4
,388,6:28,328.28,300.55999999999995,3.6,13.68,6,9,4
,389,6:29,328.46,300.74,3.5,13.32,6,9,4
,390,6:30,328.46,300.92,3.6,13.32,6,9,4
,391,6:31,328.64,301.09999999999997,4,13.68,6,9,4
,392,6:32,328.82,301.46,4.4,14.04,6,9,4
,393,6:33,329,301.64,4.9,14.94,6,9,4
,394,6:34,329.17999999999995,301.82,5.3,15.3,6,9,4
,395,6:35,329.35999999999996,302.17999999999995,5.6,15.66,6,9,4
,396,6:36,329.54,302.35999999999996,5.9,15.48,6,9,4
,397,6:37,329.71999999999997,302.71999999999997,6,15.3,6,9,4
,398,6:38,329.9,302.9,6,15.12,6,9,4
,399,6:39,330.08,303.08,6,14.76,6,9,4
,400,6:40,330.08,303.44,6,14.76,6,9,4
,401,6:41,330.26,303.62,5.8,14.94,6,9,4
,402,6:42,330.44,303.97999999999996,5.7,14.58,6,9,4
,403,6:43,330.62,304.15999999999997,5.7,14.04,6,9,4
,404,6:44,330.8,304.34000000000003,5.6,14.04,6,9,4
,405,6:45,330.97999999999996,304.52,5.7,13.86,6,9,4
,406,6:46,331.15999999999997,304.88,5.7,14.04,6,9,4
,407,6:47,331.34000000000003,305.05999999999995,5.9,14.22,6,9,4
,408,6:48,331.52,305.24,6.1,14.58,6,9,4
,409,6:49,331.7,305.59999999999997,6.3,14.94,6,9,4
,410,6:50,331.88,305.59999999999997,6.6,14.76,6,9,4
,411,6:51,332.24,305.96,6.9,14.4,6,9,4
,412,6:52,332.42,306.14,7.2,14.04,6,9,4
,413,6:53,332.59999999999997,306.32,7.6,14.04,6,9,4
,414,6:54,332.78,306.67999999999995,7.8,13.68,6,9,4
,415,6:55,333.14,306.85999999999996,8,13.14,6,9,4
,416,6:56,333.32,307.04,7.9,13.32,6,9,4
,417,6:57,333.5,307.21999999999997,7.7,13.68,6,9,4
